NewsDesk,SectionName,SubsectionName,Headline,Snippet,Abstract,WordCount,PubDate,UniqueID,Weekday,DayofMonth,Time
Business,Business Day,Dealbook,Morgan Stanley to Pay More of Bonuses Upfront,"The bank will defer only about 50 percent of its cash bonuses for employees this year, down from the 80 percent it deferred last year.","The bank will defer only about 50 percent of its cash bonuses for employees this year, down from the 80 percent it deferred last year.",399,05-12-2014 15:29,6929,6,5,15
Culture,,,"'Guardians of the Galaxy,' 'Interstellar' Make Visual Effects Shortlist",The final five Oscar nominees will be unveiled on Jan. 15.,The final five Oscar nominees will be unveiled on Jan. 15.,76,05-12-2014 15:25,6930,6,5,15
,,,First Draft Focus: The Week in Political Pictures,A look back at the week in politics.,A look back at the week in politics.,0,05-12-2014 15:22,6931,6,5,15
TStyle,,,"Anna Wintour's Galliano Gown, Cara and Pharrell's Duet and the Pope's Joggs ","Plus, a possible New York mens Fashion Week, close encounters at Victorias Secret and more from the week in style.","Plus, a possible New York mens Fashion Week, close encounters at Victorias Secret and more from the week in style.",477,05-12-2014 15:13,6932,6,5,15
Culture,Arts,,Book Review Podcast: 10 Best Books of 2014,Editors from the Book Review discuss selecting the years best books.,Editors from the Book Review discuss selecting the years best books.,169,05-12-2014 15:06,6933,6,5,15
OpEd,Opinion,,Is Chris Christie's Bridge Problem Over?,"A new report found no evidence that he knew of the lane closures beforehand. He did, however, have the opportunity to know.","A new report found no evidence that he knew of the lane closures beforehand. He did, however, have the opportunity to know.",422,05-12-2014 15:05,6934,6,5,15
Science,Health,,Wild About Mushrooms,"Mushrooms are meaty  it is their juicy, chewy texture and the umami element in their flavor profile  and lend themselves to Mediterranean as well as Asian seasonings.","Mushrooms are meaty  it is their juicy, chewy texture and the umami element in their flavor profile  and lend themselves to Mediterranean as well as Asian seasonings.",380,05-12-2014 14:59,6935,6,5,14
,,,Tune In to The Times,"Over the past week, New York Times reporters and contributors participated in interviews regarding their coverage and other top news stories.","Over the past week, New York Times reporters and contributors participated in interviews regarding their coverage and other top news stories.",180,05-12-2014 14:30,6936,6,5,14
Business,Business Day,Dealbook,Uber Tells Off Critics With Financing Plan,"A plan to issue securities that convert to stock at a discount to its eventual I.P.O. price shows how the companys chief executive remains in the drivers seat, says Robert Cyran of Reuters Breakingviews.","A plan to issue securities that convert to stock at a discount to its eventual I.P.O. price shows how the companys chief executive remains in the drivers seat, says Robert Cyran of Reuters Breakingviews.",392,05-12-2014 14:23,6937,6,5,14
TStyle,,,Ibiza: Mediterranean Nights ,"Spains sexy little island continues to live up to its reputation for illicit extravagance, from its wild characters to its all-night beach bacchanalia. But now, thanks to a monied mix of royals, moguls, politicians and celebrity revelers, its...","Spains sexy little island continues to live up to its reputation for illicit extravagance, from its wild characters to its all-night beach bacchanalia. But now, thanks to a monied mix of royals, moguls, politicians and celebrity revelers, its on the brink of reinvention.",2735,05-12-2014 14:15,6938,6,5,14
TStyle,,,"Where to Eat, Stay and Shop on Ibiza ","The island now feels Manhattan-big and roiling with choice  that is, if you know where to go.","The island now feels Manhattan-big and roiling with choice  that is, if you know where to go.",578,05-12-2014 14:14,6939,6,5,14
OpEd,Opinion,,Homeless Removal in Silicon Valley ,The mass eviction followed what the city said was a year and a half spent trying to find homes for as many Jungle residents as possible.,The mass eviction followed what the city said was a year and a half spent trying to find homes for as many Jungle residents as possible.,341,05-12-2014 14:13,6940,6,5,14
Culture,,,'Foxcatcher' and the Screenwriter Who Didn't See How It Could Be  a Film,One scripter didnt see how the true crime tale could be turned into a film  until his collaborator showed him the way.,One scripter didnt see how the true crime tale could be turned into a film  until his collaborator showed him the way.,1218,05-12-2014 14:00,6941,6,5,14
Culture,Arts,,$38 Million Grant to Bolster Woodruff Arts Center,"The grant, from the Woodruff Foundation, is being described as the lead gift in a new fundraising campaign.","The grant, from the Woodruff Foundation, is being described as the lead gift in a new fundraising campaign.",232,05-12-2014 13:56,6942,6,5,13
Science,Health,,The Yogurt Must Be Greek,"Few people have as much appreciation for Greek yogurt  or expertise in making it  as Maria Loi, an acclaimed chef, author and host of television cooking shows.","Few people have as much appreciation for Greek yogurt  or expertise in making it  as Maria Loi, an acclaimed chef, author and host of television cooking shows.",2027,05-12-2014 13:37,6943,6,5,13
Business,Business Day,Dealbook,Senate to Hold Hearing on Cyberattacks Against Finance,"A panel plans to hold a hearing next week on ways to protect the financial sector from cyberattacks, but for now there are no plans to have anyone from the financial services industry testify.","A panel plans to hold a hearing next week on ways to protect the financial sector from cyberattacks, but for now there are no plans to have anyone from the financial services industry testify.",431,05-12-2014 13:34,6944,6,5,13
,,,Next Up for Obama: The Duke of Cambridge,The White House announced that President Obama will host Prince William in the Oval Office on Monday.,The White House announced that President Obama will host Prince William in the Oval Office on Monday.,139,05-12-2014 13:27,6945,6,5,13
Business,Business Day,Dealbook,Why Fear Kills Productivity,Its in any companys self-interest to create a culture that minimizes fear.,Its in any companys self-interest to create a culture that minimizes fear.,884,05-12-2014 13:18,6946,6,5,13
Business,Technology,,"In Suit, Cisco Accuses Arista of Copying Work","The networking giant is suing a competitor founded and run by some of Ciscos most noted alumni, saying they violated numerous Cisco patents and copied other work.","The networking giant is suing a competitor founded and run by some of Ciscos most noted alumni, saying they violated numerous Cisco patents and copied other work.",342,05-12-2014 13:00,6947,6,5,13
Foreign,,,1964: Soviet Shops to Cut Prices,From the International Herald Tribune archives: Soviet stores lowered prices of goods gone out of fashion in 1964.,From the International Herald Tribune archives: Soviet stores lowered prices of goods gone out of fashion in 1964.,166,05-12-2014 12:54,6948,6,5,12
Culture,Arts,,'King Kong' Musical in Search of a Director as Rando Says No,The director John Rando says he is too busy to take on the big-budget musical King Kong.,The director John Rando says he is too busy to take on the big-budget musical King Kong.,281,05-12-2014 12:51,6949,6,5,12
Styles,U.S.,,15-Second Vocabulary Videos,The winners of The Learning Networks Second Annual 15-Second Vocabulary Video Contest.,The winners of The Learning Networks Second Annual 15-Second Vocabulary Video Contest.,79,05-12-2014 12:46,6950,6,5,12
Business,Technology,,Apple iPod Lawsuit Down to One Plaintiff,"In an odd legal turn, the lawyers suing Apple could not prove that one of their clients purchased an iPod during the time frame in which Apple is accused of blocking music from competitors.","In an odd legal turn, the lawyers suing Apple could not prove that one of their clients purchased an iPod during the time frame in which Apple is accused of blocking music from competitors.",325,05-12-2014 12:41,6951,6,5,12
Culture,Arts,,Rare Dylan Recordings Set for Release in Copyright-Extension Bid,Bob Dylan and the Beach Boys are among those releasing rare recordings in order to extend their copyright protection under European law.,Bob Dylan and the Beach Boys are among those releasing rare recordings in order to extend their copyright protection under European law.,556,05-12-2014 12:40,6952,6,5,12
Styles,U.S.,,"'Mama, Let Me Do Your Scarf So You Can Look Muslim'","One morning, my daughter found a scarf in my purse and declared, Mama, let me do your scarf so you can look Muslim. She said this in the same way you might say, Let me do your hair so you can look beautiful.","One morning, my daughter found a scarf in my purse and declared, Mama, let me do your scarf so you can look Muslim. She said this in the same way you might say, Let me do your hair so you can look beautiful.",783,05-12-2014 12:33,6953,6,5,12
Business,Business Day,Small Business,Today in Small Business: The Best Jobs Numbers in Years?,Starbucks plans a new chain of coffee shops for those who thought Starbucks coffee was too inexpensive. Four studies show that the Affordable Care Act is working incredibly well. And here is how to deal with a toxic employee.,Starbucks plans a new chain of coffee shops for those who thought Starbucks coffee was too inexpensive. Four studies show that the Affordable Care Act is working incredibly well. And here is how to deal with a toxic employee.,453,05-12-2014 12:28,6954,6,5,12
